ticket_id,customer_id,date,issue_type,priority,description,source_event
T2220,C71310,2026-05-24,Refund Request,High,Customer requested refund,Normal Operations
T2221,C88032,2026-05-24,Account Question,Low,Question regarding account settings,Normal Operations
T2222,C93294,2026-05-24,Product Inquiry,Low,Question about product specifications,Normal Operations
T2223,C51884,2026-05-24,Return Request,Medium,Need assistance with return,Normal Operations
T2224,C43221,2026-05-24,Return Request,High,Need assistance with return,Normal Operations
T2225,C28877,2026-05-25,Return Request,Medium,Need assistance with return,Normal Operations
T2226,C49229,2026-05-25,Return Request,Medium,Customer wants to return product,Normal Operations
T2227,C61261,2026-05-25,Order Tracking,Medium,Unable to track order,Normal Operations
T2228,C96344,2026-05-25,Order Tracking,High,Order status not updated,Normal Operations
T2229,C33013,2026-05-25,Account Question,Low,Question regarding account settings,Normal Operations
T2230,C17277,2026-05-25,Account Question,Low,Unable to update account information,Normal Operations
T2231,C10392,2026-05-25,Refund Request,Low,Customer requested refund,Normal Operations
T2232,C78587,2026-05-25,Account Question,High,Unable to update account information,Normal Operations
T2233,C79072,2026-05-25,Order Tracking,High,Need tracking information,Normal Operations
T2234,C9853,2026-05-25,Return Request,High,Need assistance with return,Normal Operations
T2235,C33726,2026-05-25,Product Inquiry,High,Question about product specifications,Normal Operations
T2236,C11596,2026-05-26,Refund Request,Medium,Refund not processed,Normal Operations
T2237,C75543,2026-05-26,Return Request,High,Return process inquiry,Normal Operations
T2238,C35646,2026-05-26,Refund Request,Medium,Customer requested refund,Normal Operations
T2239,C8750,2026-05-26,Return Request,Medium,Return process inquiry,Normal Operations
T2240,C17324,2026-05-26,Refund Request,Medium,Refund not processed,Normal Operations
T2241,C97368,2026-05-26,Refund Request,Low,Refund not processed,Normal Operations
T2242,C72724,2026-05-26,Order Tracking,Medium,Unable to track order,Normal Operations
T2243,C79945,2026-05-26,Refund Request,High,Refund not processed,Normal Operations
T2244,C12121,2026-05-26,Account Question,High,Account related inquiry,Normal Operations
T2245,C87823,2026-05-26,Account Question,Low,Question regarding account settings,Normal Operations
T2246,C47599,2026-05-27,Return Request,Medium,Return process inquiry,Normal Operations
T2247,C36913,2026-05-27,Product Inquiry,High,Need more product information,Normal Operations
T2248,C15929,2026-05-27,Refund Request,Low,Requesting refund for recent purchase,Normal Operations
T2249,C60999,2026-05-27,Refund Request,Medium,Customer requested refund,Normal Operations
T2250,C67043,2026-05-27,Account Question,High,Account related inquiry,Normal Operations
T2251,C44564,2026-05-27,Return Request,Low,Return process inquiry,Normal Operations
T2252,C69673,2026-05-27,Refund Request,Low,Refund not processed,Normal Operations
T2253,C92439,2026-05-27,Order Tracking,Low,Order status not updated,Normal Operations
T2254,C62364,2026-05-27,Refund Request,Low,Customer requested refund,Normal Operations
T2255,C3622,2026-05-27,Return Request,Medium,Customer wants to return product,Normal Operations
T2256,C66189,2026-05-28,Product Inquiry,Medium,Question about product specifications,Normal Operations
T2257,C15660,2026-05-28,Account Question,High,Account related inquiry,Normal Operations
T2258,C93824,2026-05-28,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T2259,C27625,2026-05-28,Return Request,Medium,Return process inquiry,Normal Operations
T2260,C57746,2026-05-28,Product Inquiry,High,Need more product information,Normal Operations
T2261,C85844,2026-05-28,Account Question,Low,Account related inquiry,Normal Operations
T2262,C21515,2026-05-28,Account Question,Medium,Question regarding account settings,Normal Operations
T2263,C81407,2026-05-28,Order Tracking,Low,Unable to track order,Normal Operations
T2264,C75009,2026-05-28,Return Request,Low,Customer wants to return product,Normal Operations
T2265,C25193,2026-05-29,Account Question,High,Question regarding account settings,Normal Operations
T2266,C85598,2026-05-29,Refund Request,Low,Refund not processed,Normal Operations
T2267,C73742,2026-05-29,Refund Request,Medium,Refund not processed,Normal Operations
T2268,C15705,2026-05-29,Order Tracking,High,Unable to track order,Normal Operations
T2269,C1196,2026-05-29,Order Tracking,Medium,Order status not updated,Normal Operations
T2270,C21687,2026-05-29,Account Question,Low,Account related inquiry,Normal Operations
T2271,C2403,2026-05-29,Order Tracking,Medium,Unable to track order,Normal Operations
T2272,C14916,2026-05-29,Return Request,High,Need assistance with return,Normal Operations
T2273,C22621,2026-05-29,Account Question,Low,Unable to update account information,Normal Operations
T2274,C76122,2026-05-29,Refund Request,Medium,Customer requested refund,Normal Operations
T2275,C49933,2026-05-30,Return Request,Medium,Need assistance with return,Normal Operations
T2276,C74392,2026-05-30,Return Request,Medium,Need assistance with return,Normal Operations
T2277,C47830,2026-05-30,Product Inquiry,Low,Inquiry regarding product availability,Normal Operations
T2278,C94793,2026-05-30,Refund Request,High,Requesting refund for recent purchase,Normal Operations
T2279,C79199,2026-05-30,Return Request,Low,Customer wants to return product,Normal Operations
T2280,C19421,2026-05-30,Account Question,Low,Unable to update account information,Normal Operations
T2281,C44136,2026-05-30,Refund Request,Low,Refund not processed,Normal Operations
T2282,C76854,2026-05-30,Return Request,Low,Need assistance with return,Normal Operations
T2283,C7690,2026-05-30,Order Tracking,High,Need tracking information,Normal Operations
T2284,C37413,2026-05-30,Return Request,High,Return process inquiry,Normal Operations
T2285,C22229,2026-05-30,Order Tracking,Medium,Order status not updated,Normal Operations
T2286,C14729,2026-05-30,Return Request,Low,Need assistance with return,Normal Operations
T2287,C98751,2026-05-30,Account Question,Medium,Account related inquiry,Normal Operations
T2288,C30616,2026-05-30,Return Request,Medium,Return process inquiry,Normal Operations
T2289,C27633,2026-05-31,Refund Request,Medium,Refund not processed,Normal Operations
T2290,C68050,2026-05-31,Order Tracking,Low,Order status not updated,Normal Operations
T2291,C73758,2026-05-31,Order Tracking,Low,Unable to track order,Normal Operations
T2292,C14649,2026-05-31,Order Tracking,Low,Order status not updated,Normal Operations
T2293,C86714,2026-05-31,Refund Request,High,Customer requested refund,Normal Operations
T2294,C63296,2026-05-31,Refund Request,Medium,Customer requested refund,Normal Operations
T2295,C83107,2026-05-31,Order Tracking,Medium,Need tracking information,Normal Operations
T2296,C65889,2026-05-31,Account Question,Low,Question regarding account settings,Normal Operations
T2297,C4508,2026-05-31,Product Inquiry,High,Question about product specifications,Normal Operations
T2298,C55955,2026-06-01,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2299,C49396,2026-06-01,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2300,C58906,2026-06-01,Login Problem,High,Authentication issue,Mobile App Release
T2301,C4019,2026-06-01,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2302,C28344,2026-06-01,Performance Issue,Low,App is very slow,Mobile App Release
T2303,C18264,2026-06-01,Login Problem,High,Authentication issue,Mobile App Release
T2304,C90899,2026-06-01,Performance Issue,High,Performance degraded,Mobile App Release
T2305,C55834,2026-06-01,Login Problem,High,Login keeps failing,Mobile App Release
T2306,C78316,2026-06-01,Login Problem,Low,Authentication issue,Mobile App Release
T2307,C9796,2026-06-01,App Crash,Medium,Application crashes after update,Mobile App Release
T2308,C64861,2026-06-01,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2309,C96579,2026-06-01,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2310,C55729,2026-06-01,App Crash,Low,Application crashes after update,Mobile App Release
T2311,C68185,2026-06-01,Performance Issue,Medium,Performance degraded,Mobile App Release
T2312,C72944,2026-06-01,App Crash,High,Application crashes after update,Mobile App Release
T2313,C47781,2026-06-01,Performance Issue,Medium,App is very slow,Mobile App Release
T2314,C61359,2026-06-01,Login Problem,Low,Authentication issue,Mobile App Release
T2315,C59057,2026-06-01,Login Problem,High,Authentication issue,Mobile App Release
T2316,C82807,2026-06-01,Login Problem,Medium,Cannot login after update,Mobile App Release
T2317,C63156,2026-06-01,Performance Issue,Medium,Performance degraded,Mobile App Release
T2318,C82216,2026-06-01,Login Problem,High,Cannot login after update,Mobile App Release
T2319,C98629,2026-06-02,Performance Issue,Medium,Performance degraded,Mobile App Release
T2320,C85039,2026-06-02,Performance Issue,High,Performance degraded,Mobile App Release
T2321,C17291,2026-06-02,Login Problem,Medium,Cannot login after update,Mobile App Release
T2322,C32536,2026-06-02,Login Problem,High,Authentication issue,Mobile App Release
T2323,C42030,2026-06-02,Login Problem,Low,Cannot login after update,Mobile App Release
T2324,C46941,2026-06-02,Performance Issue,Medium,App is very slow,Mobile App Release
T2325,C19643,2026-06-02,Login Problem,Low,Cannot login after update,Mobile App Release
T2326,C84854,2026-06-02,App Crash,High,Unable to use mobile app,Mobile App Release
T2327,C13314,2026-06-02,Login Problem,High,Cannot login after update,Mobile App Release
T2328,C28440,2026-06-02,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2329,C22695,2026-06-02,Login Problem,High,Authentication issue,Mobile App Release
T2330,C22392,2026-06-02,Login Problem,Low,Cannot login after update,Mobile App Release
T2331,C80619,2026-06-02,App Crash,Low,Application crashes after update,Mobile App Release
T2332,C62538,2026-06-02,Login Problem,Low,Login keeps failing,Mobile App Release
T2333,C78554,2026-06-02,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2334,C24715,2026-06-02,App Crash,Low,Application crashes after update,Mobile App Release
T2335,C43206,2026-06-02,App Crash,Low,App closes unexpectedly,Mobile App Release
T2336,C13093,2026-06-02,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2337,C90752,2026-06-02,Login Problem,Low,Authentication issue,Mobile App Release
T2338,C78628,2026-06-02,App Crash,Low,App closes unexpectedly,Mobile App Release
T2339,C560,2026-06-02,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2340,C20373,2026-06-02,App Crash,Low,App closes unexpectedly,Mobile App Release
T2341,C32545,2026-06-02,App Crash,Medium,Application crashes after update,Mobile App Release
T2342,C34601,2026-06-03,Performance Issue,Medium,App is very slow,Mobile App Release
T2343,C69688,2026-06-03,App Crash,High,Application crashes after update,Mobile App Release
T2344,C87641,2026-06-03,App Crash,Low,App closes unexpectedly,Mobile App Release
T2345,C44675,2026-06-03,App Crash,Low,App closes unexpectedly,Mobile App Release
T2346,C37298,2026-06-03,Performance Issue,Medium,App is very slow,Mobile App Release
T2347,C70052,2026-06-03,App Crash,Low,App closes unexpectedly,Mobile App Release
T2348,C72323,2026-06-03,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2349,C32814,2026-06-03,Login Problem,Medium,Cannot login after update,Mobile App Release
T2350,C16631,2026-06-03,App Crash,Low,Unable to use mobile app,Mobile App Release
T2351,C64592,2026-06-03,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2352,C55185,2026-06-03,App Crash,Medium,Application crashes after update,Mobile App Release
T2353,C73310,2026-06-03,App Crash,High,Unable to use mobile app,Mobile App Release
T2354,C2109,2026-06-03,Login Problem,Medium,Authentication issue,Mobile App Release
T2355,C77215,2026-06-03,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2356,C69869,2026-06-03,App Crash,Low,Unable to use mobile app,Mobile App Release
T2357,C15701,2026-06-03,App Crash,Low,App closes unexpectedly,Mobile App Release
T2358,C72500,2026-06-03,Performance Issue,Medium,Performance degraded,Mobile App Release
T2359,C45168,2026-06-03,Performance Issue,Medium,Performance degraded,Mobile App Release
T2360,C46711,2026-06-03,Login Problem,Medium,Authentication issue,Mobile App Release
T2361,C56222,2026-06-03,App Crash,Low,Unable to use mobile app,Mobile App Release
T2362,C34347,2026-06-03,Login Problem,Medium,Authentication issue,Mobile App Release
T2363,C31534,2026-06-03,Performance Issue,Low,App is very slow,Mobile App Release
T2364,C20345,2026-06-03,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2365,C19117,2026-06-03,Login Problem,Medium,Cannot login after update,Mobile App Release
T2366,C30783,2026-06-03,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2367,C91557,2026-06-03,App Crash,Low,Unable to use mobile app,Mobile App Release
T2368,C96189,2026-06-03,Login Problem,High,Cannot login after update,Mobile App Release
T2369,C78288,2026-06-03,Performance Issue,High,App is very slow,Mobile App Release
T2370,C98376,2026-06-03,Login Problem,Low,Authentication issue,Mobile App Release
T2371,C83769,2026-06-03,Login Problem,Low,Cannot login after update,Mobile App Release
T2372,C62452,2026-06-03,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2373,C35795,2026-06-03,Performance Issue,Medium,App is very slow,Mobile App Release
T2374,C35058,2026-06-04,App Crash,Low,Unable to use mobile app,Mobile App Release
T2375,C44112,2026-06-04,App Crash,Low,App closes unexpectedly,Mobile App Release
T2376,C97152,2026-06-04,Login Problem,Low,Login keeps failing,Mobile App Release
T2377,C77871,2026-06-04,Login Problem,Medium,Authentication issue,Mobile App Release
T2378,C90576,2026-06-04,App Crash,Low,Unable to use mobile app,Mobile App Release
T2379,C84102,2026-06-04,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2380,C31569,2026-06-04,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2381,C38774,2026-06-04,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2382,C4312,2026-06-04,Performance Issue,Low,Performance degraded,Mobile App Release
T2383,C91226,2026-06-04,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2384,C2581,2026-06-04,App Crash,Low,Application crashes after update,Mobile App Release
T2385,C53172,2026-06-04,Login Problem,Low,Login keeps failing,Mobile App Release
T2386,C54080,2026-06-04,App Crash,Low,App closes unexpectedly,Mobile App Release
T2387,C14261,2026-06-04,App Crash,Low,App closes unexpectedly,Mobile App Release
T2388,C15121,2026-06-04,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2389,C55480,2026-06-04,Login Problem,Medium,Login keeps failing,Mobile App Release
T2390,C84154,2026-06-04,App Crash,Low,Unable to use mobile app,Mobile App Release
T2391,C40003,2026-06-04,App Crash,Low,Unable to use mobile app,Mobile App Release
T2392,C78948,2026-06-04,App Crash,Low,Application crashes after update,Mobile App Release
T2393,C37252,2026-06-04,Login Problem,Medium,Authentication issue,Mobile App Release
T2394,C51617,2026-06-04,Login Problem,Low,Login keeps failing,Mobile App Release
T2395,C39575,2026-06-05,App Crash,Low,Application crashes after update,Mobile App Release
T2396,C42719,2026-06-05,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2397,C89315,2026-06-05,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2398,C14319,2026-06-05,Performance Issue,Low,App is very slow,Mobile App Release
T2399,C91892,2026-06-05,Performance Issue,Low,App is very slow,Mobile App Release
T2400,C2838,2026-06-05,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2401,C40078,2026-06-05,App Crash,High,Unable to use mobile app,Mobile App Release
T2402,C29670,2026-06-05,App Crash,High,Application crashes after update,Mobile App Release
T2403,C11110,2026-06-05,Performance Issue,Medium,Performance degraded,Mobile App Release
T2404,C39237,2026-06-05,App Crash,Low,Application crashes after update,Mobile App Release
T2405,C81008,2026-06-05,Performance Issue,Low,App is very slow,Mobile App Release
T2406,C38986,2026-06-05,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2407,C3771,2026-06-05,App Crash,Low,Unable to use mobile app,Mobile App Release
T2408,C52636,2026-06-05,Login Problem,Low,Cannot login after update,Mobile App Release
T2409,C43745,2026-06-05,App Crash,High,Application crashes after update,Mobile App Release
T2410,C14909,2026-06-05,App Crash,High,Unable to use mobile app,Mobile App Release
T2411,C96749,2026-06-05,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2412,C83552,2026-06-05,Login Problem,Low,Authentication issue,Mobile App Release
T2413,C27589,2026-06-05,Performance Issue,High,App is very slow,Mobile App Release
T2414,C4020,2026-06-05,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2415,C95429,2026-06-05,App Crash,Medium,Application crashes after update,Mobile App Release
T2416,C11137,2026-06-05,Login Problem,Medium,Authentication issue,Mobile App Release
T2417,C66721,2026-06-05,Login Problem,High,Authentication issue,Mobile App Release
T2418,C69111,2026-06-05,App Crash,High,Application crashes after update,Mobile App Release
T2419,C85054,2026-06-05,Login Problem,Low,Login keeps failing,Mobile App Release
T2420,C81642,2026-06-05,Login Problem,Medium,Cannot login after update,Mobile App Release
T2421,C55402,2026-06-06,Login Problem,Medium,Cannot login after update,Mobile App Release
T2422,C50045,2026-06-06,Login Problem,Medium,Authentication issue,Mobile App Release
T2423,C37272,2026-06-06,App Crash,High,App closes unexpectedly,Mobile App Release
T2424,C23573,2026-06-06,Login Problem,Low,Login keeps failing,Mobile App Release
T2425,C63691,2026-06-06,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2426,C27008,2026-06-06,App Crash,Low,Unable to use mobile app,Mobile App Release
T2427,C22025,2026-06-06,Login Problem,Low,Cannot login after update,Mobile App Release
T2428,C18158,2026-06-06,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2429,C1757,2026-06-06,App Crash,Low,App closes unexpectedly,Mobile App Release
T2430,C58052,2026-06-06,App Crash,High,App closes unexpectedly,Mobile App Release
T2431,C87890,2026-06-06,Performance Issue,Medium,Performance degraded,Mobile App Release
T2432,C59813,2026-06-06,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2433,C53252,2026-06-06,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2434,C16227,2026-06-06,Login Problem,Medium,Authentication issue,Mobile App Release
T2435,C33823,2026-06-06,Performance Issue,Medium,App is very slow,Mobile App Release
T2436,C35158,2026-06-06,Performance Issue,Low,App is very slow,Mobile App Release
T2437,C27658,2026-06-06,Login Problem,Low,Cannot login after update,Mobile App Release
T2438,C44892,2026-06-06,Login Problem,Medium,Login keeps failing,Mobile App Release
T2439,C53011,2026-06-06,Performance Issue,Low,App is very slow,Mobile App Release
T2440,C49609,2026-06-06,App Crash,Medium,Application crashes after update,Mobile App Release
T2441,C24784,2026-06-06,App Crash,Medium,Application crashes after update,Mobile App Release
T2442,C79361,2026-06-06,Performance Issue,Medium,App is very slow,Mobile App Release
T2443,C56912,2026-06-07,App Crash,High,Unable to use mobile app,Mobile App Release
T2444,C80211,2026-06-07,Login Problem,High,Cannot login after update,Mobile App Release
T2445,C72729,2026-06-07,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2446,C68946,2026-06-07,Performance Issue,Medium,Performance degraded,Mobile App Release
T2447,C55919,2026-06-07,Performance Issue,Low,App is very slow,Mobile App Release
T2448,C29456,2026-06-07,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2449,C93609,2026-06-07,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2450,C34623,2026-06-07,Performance Issue,High,App is very slow,Mobile App Release
T2451,C40955,2026-06-07,Login Problem,Low,Authentication issue,Mobile App Release
T2452,C44773,2026-06-07,App Crash,High,Application crashes after update,Mobile App Release
T2453,C44872,2026-06-07,App Crash,Medium,Application crashes after update,Mobile App Release
T2454,C42723,2026-06-07,App Crash,Low,Unable to use mobile app,Mobile App Release
T2455,C54712,2026-06-07,Login Problem,High,Authentication issue,Mobile App Release
T2456,C11293,2026-06-07,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2457,C27704,2026-06-07,App Crash,Low,Application crashes after update,Mobile App Release
T2458,C99982,2026-06-07,Performance Issue,High,App is very slow,Mobile App Release
T2459,C22258,2026-06-07,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2460,C83510,2026-06-07,Performance Issue,High,Performance degraded,Mobile App Release
T2461,C22114,2026-06-07,App Crash,Low,Application crashes after update,Mobile App Release
T2462,C64086,2026-06-07,App Crash,Medium,Application crashes after update,Mobile App Release
T2463,C85604,2026-06-07,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2464,C97013,2026-06-07,Login Problem,High,Authentication issue,Mobile App Release
T2465,C83592,2026-06-07,Performance Issue,Medium,App is very slow,Mobile App Release
T2466,C55245,2026-06-07,App Crash,Medium,Application crashes after update,Mobile App Release
T2467,C98558,2026-06-07,App Crash,Low,Unable to use mobile app,Mobile App Release
T2468,C6213,2026-06-07,Performance Issue,Medium,App is very slow,Mobile App Release
T2469,C44240,2026-06-08,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2470,C79055,2026-06-08,Login Problem,Medium,Cannot login after update,Mobile App Release
T2471,C3272,2026-06-08,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2472,C74143,2026-06-08,Login Problem,Medium,Authentication issue,Mobile App Release
T2473,C99073,2026-06-08,App Crash,Low,Application crashes after update,Mobile App Release
T2474,C51940,2026-06-08,Performance Issue,Medium,Performance degraded,Mobile App Release
T2475,C25118,2026-06-08,Performance Issue,Medium,App is very slow,Mobile App Release
T2476,C50625,2026-06-08,Performance Issue,Medium,Performance degraded,Mobile App Release
T2477,C38035,2026-06-08,App Crash,High,Unable to use mobile app,Mobile App Release
T2478,C55265,2026-06-08,Performance Issue,Medium,Performance degraded,Mobile App Release
T2479,C86106,2026-06-08,Performance Issue,High,App is very slow,Mobile App Release
T2480,C41633,2026-06-08,App Crash,Low,Application crashes after update,Mobile App Release
T2481,C20055,2026-06-08,Login Problem,Low,Login keeps failing,Mobile App Release
T2482,C53935,2026-06-08,Performance Issue,Low,Performance degraded,Mobile App Release
T2483,C64095,2026-06-08,Login Problem,High,Login keeps failing,Mobile App Release
T2484,C95950,2026-06-08,App Crash,Medium,Application crashes after update,Mobile App Release
T2485,C73546,2026-06-08,Login Problem,Low,Authentication issue,Mobile App Release
T2486,C82971,2026-06-08,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2487,C20157,2026-06-08,Login Problem,High,Cannot login after update,Mobile App Release
T2488,C46337,2026-06-08,Login Problem,Low,Login keeps failing,Mobile App Release
T2489,C92610,2026-06-08,Login Problem,Low,Cannot login after update,Mobile App Release
T2490,C68305,2026-06-08,Performance Issue,High,Performance degraded,Mobile App Release
T2491,C55108,2026-06-08,Performance Issue,High,Screen takes too long to load,Mobile App Release
T2492,C72578,2026-06-08,App Crash,Low,App closes unexpectedly,Mobile App Release
T2493,C19925,2026-06-08,Login Problem,Medium,Cannot login after update,Mobile App Release
T2494,C66616,2026-06-09,Login Problem,Medium,Cannot login after update,Mobile App Release
T2495,C18345,2026-06-09,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2496,C9002,2026-06-09,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2497,C70820,2026-06-09,App Crash,Low,Application crashes after update,Mobile App Release
T2498,C99645,2026-06-09,Login Problem,Medium,Cannot login after update,Mobile App Release
T2499,C37906,2026-06-09,App Crash,High,Application crashes after update,Mobile App Release
T2500,C95019,2026-06-09,Performance Issue,Medium,App is very slow,Mobile App Release
T2501,C25105,2026-06-09,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2502,C31219,2026-06-09,Login Problem,Low,Login keeps failing,Mobile App Release
T2503,C56126,2026-06-09,Performance Issue,Medium,Performance degraded,Mobile App Release
T2504,C25136,2026-06-09,Login Problem,High,Cannot login after update,Mobile App Release
T2505,C20170,2026-06-09,Performance Issue,Low,Performance degraded,Mobile App Release
T2506,C88739,2026-06-09,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2507,C8008,2026-06-09,Login Problem,Low,Authentication issue,Mobile App Release
T2508,C83630,2026-06-09,Performance Issue,Low,Performance degraded,Mobile App Release
T2509,C99725,2026-06-09,Login Problem,Low,Authentication issue,Mobile App Release
T2510,C55187,2026-06-09,App Crash,Low,Unable to use mobile app,Mobile App Release
T2511,C50691,2026-06-09,App Crash,High,App closes unexpectedly,Mobile App Release
T2512,C56092,2026-06-09,App Crash,High,Unable to use mobile app,Mobile App Release
T2513,C65278,2026-06-09,Performance Issue,Low,App is very slow,Mobile App Release
T2514,C93609,2026-06-09,Performance Issue,Medium,App is very slow,Mobile App Release
T2515,C87711,2026-06-09,Performance Issue,Medium,App is very slow,Mobile App Release
T2516,C49307,2026-06-09,Login Problem,Low,Authentication issue,Mobile App Release
T2517,C40819,2026-06-09,App Crash,Low,Unable to use mobile app,Mobile App Release
T2518,C94239,2026-06-09,App Crash,Medium,Application crashes after update,Mobile App Release
T2519,C13419,2026-06-09,Login Problem,Medium,Cannot login after update,Mobile App Release
T2520,C4834,2026-06-09,Login Problem,Medium,Cannot login after update,Mobile App Release
T2521,C40181,2026-06-09,Login Problem,High,Authentication issue,Mobile App Release
T2522,C37181,2026-06-09,Performance Issue,Medium,Performance degraded,Mobile App Release
T2523,C73439,2026-06-09,App Crash,Low,App closes unexpectedly,Mobile App Release
T2524,C94911,2026-06-09,Login Problem,Medium,Cannot login after update,Mobile App Release
T2525,C76096,2026-06-10,Login Problem,Low,Authentication issue,Mobile App Release
T2526,C89406,2026-06-10,Login Problem,Low,Cannot login after update,Mobile App Release
T2527,C4024,2026-06-10,App Crash,High,Unable to use mobile app,Mobile App Release
T2528,C98695,2026-06-10,Performance Issue,High,Screen takes too long to load,Mobile App Release
T2529,C31018,2026-06-10,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2530,C77035,2026-06-10,Performance Issue,Low,Performance degraded,Mobile App Release
T2531,C42216,2026-06-10,Login Problem,Low,Login keeps failing,Mobile App Release
T2532,C17274,2026-06-10,Performance Issue,Low,Performance degraded,Mobile App Release
T2533,C42680,2026-06-10,Login Problem,Medium,Cannot login after update,Mobile App Release
T2534,C7026,2026-06-10,Login Problem,Low,Authentication issue,Mobile App Release
T2535,C14962,2026-06-10,Performance Issue,High,App is very slow,Mobile App Release
T2536,C36136,2026-06-10,Performance Issue,High,Performance degraded,Mobile App Release
T2537,C70766,2026-06-10,Login Problem,Low,Login keeps failing,Mobile App Release
T2538,C19334,2026-06-10,Login Problem,Low,Cannot login after update,Mobile App Release
T2539,C3089,2026-06-10,Performance Issue,Medium,Screen takes too long to load,Mobile App Release
T2540,C72909,2026-06-10,Performance Issue,High,Performance degraded,Mobile App Release
T2541,C89234,2026-06-10,Performance Issue,Low,Performance degraded,Mobile App Release
T2542,C29431,2026-06-10,Login Problem,Low,Cannot login after update,Mobile App Release
T2543,C43555,2026-06-10,App Crash,High,App closes unexpectedly,Mobile App Release
T2544,C27529,2026-06-10,App Crash,Low,App closes unexpectedly,Mobile App Release
T2545,C74035,2026-06-10,App Crash,Medium,Unable to use mobile app,Mobile App Release
T2546,C30847,2026-06-10,Performance Issue,Low,App is very slow,Mobile App Release
T2547,C47704,2026-06-10,Performance Issue,Low,App is very slow,Mobile App Release
T2548,C88668,2026-06-10,Performance Issue,Medium,Performance degraded,Mobile App Release
T2549,C78019,2026-06-11,Login Problem,Medium,Login keeps failing,Mobile App Release
T2550,C86577,2026-06-11,Performance Issue,Low,App is very slow,Mobile App Release
T2551,C79703,2026-06-11,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2552,C42465,2026-06-11,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2553,C98385,2026-06-11,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2554,C17141,2026-06-11,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2555,C14692,2026-06-11,App Crash,Medium,App closes unexpectedly,Mobile App Release
T2556,C33441,2026-06-11,App Crash,Low,Unable to use mobile app,Mobile App Release
T2557,C98749,2026-06-11,Performance Issue,Low,App is very slow,Mobile App Release
T2558,C60521,2026-06-11,Performance Issue,Low,Screen takes too long to load,Mobile App Release
T2559,C99768,2026-06-11,App Crash,Low,Application crashes after update,Mobile App Release
T2560,C83347,2026-06-11,Login Problem,Low,Authentication issue,Mobile App Release
T2561,C4762,2026-06-11,Performance Issue,Medium,Performance degraded,Mobile App Release
T2562,C30566,2026-06-11,Login Problem,Medium,Login keeps failing,Mobile App Release
T2563,C1884,2026-06-11,Login Problem,High,Login keeps failing,Mobile App Release
T2564,C8382,2026-06-11,Performance Issue,High,Screen takes too long to load,Mobile App Release
T2565,C70468,2026-06-11,App Crash,High,Unable to use mobile app,Mobile App Release
T2566,C29182,2026-06-11,App Crash,Low,Unable to use mobile app,Mobile App Release
T2567,C83610,2026-06-11,Login Problem,Low,Login keeps failing,Mobile App Release
