review_id,customer_id,date,rating,review_text,source_event
R3744,C35368,2026-05-30,5,Will buy again from this store,Normal Operations
R3745,C51445,2026-05-30,5,Great product and fast delivery,Normal Operations
R3746,C40319,2026-05-30,4,Very satisfied with my purchase,Normal Operations
R3747,C16499,2026-05-30,5,Easy checkout process,Normal Operations
R3748,C66578,2026-05-30,4,Very satisfied with my purchase,Normal Operations
R3749,C89901,2026-05-30,5,Will buy again from this store,Normal Operations
R3750,C69213,2026-05-30,5,Will buy again from this store,Normal Operations
R3751,C2037,2026-05-31,5,Very satisfied with my purchase,Normal Operations
R3752,C60205,2026-05-31,5,Customer service was helpful,Normal Operations
R3753,C81944,2026-05-31,4,Good quality product,Normal Operations
R3754,C69804,2026-05-31,4,Customer service was helpful,Normal Operations
R3755,C89573,2026-05-31,4,Good quality product,Normal Operations
R3756,C20044,2026-05-31,4,Great product and fast delivery,Normal Operations
R3757,C17141,2026-05-31,5,Received order on time,Normal Operations
R3758,C57601,2026-05-31,5,Good quality product,Normal Operations
R3759,C6488,2026-05-31,4,Received order on time,Normal Operations
R3760,C16361,2026-05-31,4,Good quality product,Normal Operations
R3761,C83039,2026-05-31,5,Easy checkout process,Normal Operations
R3762,C86262,2026-05-31,5,Very satisfied with my purchase,Normal Operations
R3763,C50950,2026-05-31,5,Good quality product,Normal Operations
R3764,C81302,2026-05-31,4,Good quality product,Normal Operations
R3765,C41301,2026-05-31,4,Will buy again from this store,Normal Operations
R3766,C68536,2026-05-31,5,Easy checkout process,Normal Operations
R3767,C49221,2026-05-31,5,Customer service was helpful,Normal Operations
R3768,C71737,2026-05-31,4,Received order on time,Normal Operations
R3769,C45972,2026-05-31,5,Good quality product,Normal Operations
R3770,C96435,2026-05-31,5,Customer service was helpful,Normal Operations
R3771,C59941,2026-05-31,5,Received order on time,Normal Operations
R3772,C9706,2026-05-31,4,Very satisfied with my purchase,Normal Operations
R3773,C79835,2026-05-31,5,Will buy again from this store,Normal Operations
R3774,C46105,2026-05-31,4,Received order on time,Normal Operations
R3775,C86571,2026-06-01,1,App became unusable after update,Mobile App Release
R3776,C59946,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3777,C87364,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3778,C10316,2026-06-01,1,App became unusable after update,Mobile App Release
R3779,C55782,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3780,C62696,2026-06-01,2,Experiencing constant crashes,Mobile App Release
R3781,C25652,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3782,C38109,2026-06-01,2,Experiencing constant crashes,Mobile App Release
R3783,C3933,2026-06-01,2,Mobile app performance is terrible,Mobile App Release
R3784,C28209,2026-06-01,1,App became unusable after update,Mobile App Release
R3785,C10538,2026-06-01,1,App became unusable after update,Mobile App Release
R3786,C72255,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3787,C65588,2026-06-01,2,Mobile app performance is terrible,Mobile App Release
R3788,C81016,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3789,C45703,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3790,C30917,2026-06-01,2,App became unusable after update,Mobile App Release
R3791,C23260,2026-06-01,1,App became unusable after update,Mobile App Release
R3792,C7044,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3793,C78066,2026-06-01,1,Cannot login anymore,Mobile App Release
R3794,C23285,2026-06-01,1,App became unusable after update,Mobile App Release
R3795,C69001,2026-06-01,1,Cannot login anymore,Mobile App Release
R3796,C29266,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3797,C84580,2026-06-01,1,Application keeps closing,Mobile App Release
R3798,C70967,2026-06-01,2,App crashes after the latest update,Mobile App Release
R3799,C67397,2026-06-01,2,Cannot login anymore,Mobile App Release
R3800,C75011,2026-06-01,2,Application keeps closing,Mobile App Release
R3801,C71327,2026-06-01,1,Experiencing constant crashes,Mobile App Release
R3802,C51365,2026-06-01,2,App became unusable after update,Mobile App Release
R3803,C54646,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3804,C81589,2026-06-01,1,App crashes after the latest update,Mobile App Release
R3805,C93450,2026-06-01,2,Cannot login anymore,Mobile App Release
R3806,C90006,2026-06-01,1,Mobile app performance is terrible,Mobile App Release
R3807,C97273,2026-06-01,1,Application keeps closing,Mobile App Release
R3808,C44079,2026-06-01,2,Cannot login anymore,Mobile App Release
R3809,C50946,2026-06-01,1,App became unusable after update,Mobile App Release
R3810,C61902,2026-06-01,2,Cannot login anymore,Mobile App Release
R3811,C88091,2026-06-01,2,Experiencing constant crashes,Mobile App Release
R3812,C89341,2026-06-01,1,App became unusable after update,Mobile App Release
R3813,C90332,2026-06-01,2,App crashes after the latest update,Mobile App Release
R3814,C65170,2026-06-01,2,App crashes after the latest update,Mobile App Release
R3815,C82016,2026-06-01,2,Mobile app performance is terrible,Mobile App Release
R3816,C59623,2026-06-01,1,App became unusable after update,Mobile App Release
R3817,C12522,2026-06-01,1,Application keeps closing,Mobile App Release
R3818,C27302,2026-06-01,2,Experiencing constant crashes,Mobile App Release
R3819,C96731,2026-06-02,2,Application keeps closing,Mobile App Release
R3820,C41723,2026-06-02,1,Application keeps closing,Mobile App Release
R3821,C87053,2026-06-02,1,App became unusable after update,Mobile App Release
R3822,C90210,2026-06-02,1,App crashes after the latest update,Mobile App Release
R3823,C27196,2026-06-02,2,App became unusable after update,Mobile App Release
R3824,C96300,2026-06-02,1,Cannot login anymore,Mobile App Release
R3825,C29740,2026-06-02,2,Application keeps closing,Mobile App Release
R3826,C1817,2026-06-02,1,Experiencing constant crashes,Mobile App Release
R3827,C92020,2026-06-02,1,App became unusable after update,Mobile App Release
R3828,C87149,2026-06-02,1,Cannot login anymore,Mobile App Release
R3829,C63366,2026-06-02,1,Cannot login anymore,Mobile App Release
R3830,C90100,2026-06-02,1,Application keeps closing,Mobile App Release
R3831,C12810,2026-06-02,1,Application keeps closing,Mobile App Release
R3832,C94991,2026-06-02,2,Application keeps closing,Mobile App Release
R3833,C40986,2026-06-02,2,Cannot login anymore,Mobile App Release
R3834,C17719,2026-06-02,1,Cannot login anymore,Mobile App Release
R3835,C77879,2026-06-02,1,Cannot login anymore,Mobile App Release
R3836,C15004,2026-06-02,1,Cannot login anymore,Mobile App Release
R3837,C90445,2026-06-02,1,Application keeps closing,Mobile App Release
R3838,C66447,2026-06-02,1,Application keeps closing,Mobile App Release
R3839,C26652,2026-06-02,1,App crashes after the latest update,Mobile App Release
R3840,C63351,2026-06-02,1,Application keeps closing,Mobile App Release
R3841,C67937,2026-06-02,1,App became unusable after update,Mobile App Release
R3842,C98657,2026-06-02,1,Mobile app performance is terrible,Mobile App Release
R3843,C17564,2026-06-02,1,Mobile app performance is terrible,Mobile App Release
R3844,C48218,2026-06-02,1,Cannot login anymore,Mobile App Release
R3845,C50132,2026-06-02,1,Application keeps closing,Mobile App Release
R3846,C58716,2026-06-02,1,Mobile app performance is terrible,Mobile App Release
R3847,C48128,2026-06-02,2,App crashes after the latest update,Mobile App Release
R3848,C32876,2026-06-02,1,Experiencing constant crashes,Mobile App Release
R3849,C90816,2026-06-02,2,App became unusable after update,Mobile App Release
R3850,C38312,2026-06-02,1,Experiencing constant crashes,Mobile App Release
R3851,C34876,2026-06-02,2,App became unusable after update,Mobile App Release
R3852,C73845,2026-06-02,1,Cannot login anymore,Mobile App Release
R3853,C46024,2026-06-02,2,Application keeps closing,Mobile App Release
R3854,C71644,2026-06-02,1,App crashes after the latest update,Mobile App Release
R3855,C87332,2026-06-02,2,App became unusable after update,Mobile App Release
R3856,C60290,2026-06-02,1,App crashes after the latest update,Mobile App Release
R3857,C19660,2026-06-02,1,Mobile app performance is terrible,Mobile App Release
R3858,C10361,2026-06-02,2,Mobile app performance is terrible,Mobile App Release
R3859,C12301,2026-06-03,1,Cannot login anymore,Mobile App Release
R3860,C20928,2026-06-03,2,Application keeps closing,Mobile App Release
R3861,C93255,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3862,C92203,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3863,C49955,2026-06-03,1,App became unusable after update,Mobile App Release
R3864,C34434,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3865,C39744,2026-06-03,1,App became unusable after update,Mobile App Release
R3866,C79811,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3867,C64687,2026-06-03,1,App became unusable after update,Mobile App Release
R3868,C45029,2026-06-03,1,Application keeps closing,Mobile App Release
R3869,C10524,2026-06-03,2,Experiencing constant crashes,Mobile App Release
R3870,C63043,2026-06-03,1,Application keeps closing,Mobile App Release
R3871,C62143,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3872,C79783,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3873,C13471,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3874,C79083,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3875,C94885,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3876,C52105,2026-06-03,1,App became unusable after update,Mobile App Release
R3877,C6631,2026-06-03,2,App crashes after the latest update,Mobile App Release
R3878,C14860,2026-06-03,1,Application keeps closing,Mobile App Release
R3879,C42245,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3880,C55566,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3881,C1246,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3882,C48693,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3883,C17199,2026-06-03,1,App became unusable after update,Mobile App Release
R3884,C85983,2026-06-03,1,App became unusable after update,Mobile App Release
R3885,C16570,2026-06-03,1,App became unusable after update,Mobile App Release
R3886,C26784,2026-06-03,2,App became unusable after update,Mobile App Release
R3887,C9472,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3888,C62072,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3889,C83457,2026-06-03,1,Cannot login anymore,Mobile App Release
R3890,C19155,2026-06-03,1,Cannot login anymore,Mobile App Release
R3891,C52588,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3892,C40392,2026-06-03,1,Cannot login anymore,Mobile App Release
R3893,C34949,2026-06-03,1,Mobile app performance is terrible,Mobile App Release
R3894,C72572,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3895,C66119,2026-06-03,1,App became unusable after update,Mobile App Release
R3896,C81068,2026-06-03,1,Application keeps closing,Mobile App Release
R3897,C85780,2026-06-03,1,App crashes after the latest update,Mobile App Release
R3898,C77831,2026-06-03,2,App became unusable after update,Mobile App Release
R3899,C26326,2026-06-03,1,Application keeps closing,Mobile App Release
R3900,C93288,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3901,C33616,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3902,C27453,2026-06-03,1,Application keeps closing,Mobile App Release
R3903,C75061,2026-06-03,2,Experiencing constant crashes,Mobile App Release
R3904,C77851,2026-06-03,1,Application keeps closing,Mobile App Release
R3905,C97663,2026-06-03,1,Experiencing constant crashes,Mobile App Release
R3906,C71159,2026-06-03,1,App became unusable after update,Mobile App Release
R3907,C1950,2026-06-03,1,App became unusable after update,Mobile App Release
R3908,C97698,2026-06-04,1,App crashes after the latest update,Mobile App Release
R3909,C45593,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3910,C9618,2026-06-04,1,Cannot login anymore,Mobile App Release
R3911,C6930,2026-06-04,2,App became unusable after update,Mobile App Release
R3912,C86677,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3913,C87382,2026-06-04,2,Cannot login anymore,Mobile App Release
R3914,C7433,2026-06-04,1,App became unusable after update,Mobile App Release
R3915,C93576,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3916,C59100,2026-06-04,1,App became unusable after update,Mobile App Release
R3917,C21447,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3918,C70376,2026-06-04,2,Application keeps closing,Mobile App Release
R3919,C558,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3920,C99144,2026-06-04,1,Application keeps closing,Mobile App Release
R3921,C57501,2026-06-04,1,Application keeps closing,Mobile App Release
R3922,C11597,2026-06-04,2,Cannot login anymore,Mobile App Release
R3923,C93434,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3924,C43247,2026-06-04,1,Application keeps closing,Mobile App Release
R3925,C33759,2026-06-04,2,Cannot login anymore,Mobile App Release
R3926,C53610,2026-06-04,2,App became unusable after update,Mobile App Release
R3927,C47038,2026-06-04,1,App crashes after the latest update,Mobile App Release
R3928,C74470,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3929,C15620,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3930,C8799,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3931,C21183,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3932,C15009,2026-06-04,1,App crashes after the latest update,Mobile App Release
R3933,C8121,2026-06-04,2,App became unusable after update,Mobile App Release
R3934,C18171,2026-06-04,2,Cannot login anymore,Mobile App Release
R3935,C95792,2026-06-04,2,Mobile app performance is terrible,Mobile App Release
R3936,C43148,2026-06-04,2,Application keeps closing,Mobile App Release
R3937,C97842,2026-06-04,1,App crashes after the latest update,Mobile App Release
R3938,C76216,2026-06-04,1,Cannot login anymore,Mobile App Release
R3939,C93824,2026-06-04,2,Experiencing constant crashes,Mobile App Release
R3940,C51929,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3941,C93331,2026-06-04,2,App became unusable after update,Mobile App Release
R3942,C85819,2026-06-04,1,Mobile app performance is terrible,Mobile App Release
R3943,C71161,2026-06-04,1,App became unusable after update,Mobile App Release
R3944,C33530,2026-06-04,2,Experiencing constant crashes,Mobile App Release
R3945,C85783,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3946,C51084,2026-06-04,2,Experiencing constant crashes,Mobile App Release
R3947,C6022,2026-06-04,1,App became unusable after update,Mobile App Release
R3948,C50356,2026-06-04,1,Experiencing constant crashes,Mobile App Release
R3949,C7905,2026-06-04,1,App became unusable after update,Mobile App Release
R3950,C89788,2026-06-04,2,Cannot login anymore,Mobile App Release
R3951,C3094,2026-06-04,2,App crashes after the latest update,Mobile App Release
R3952,C92511,2026-06-04,2,App became unusable after update,Mobile App Release
R3953,C13281,2026-06-04,1,App became unusable after update,Mobile App Release
R3954,C91716,2026-06-05,1,Experiencing constant crashes,Mobile App Release
R3955,C57989,2026-06-05,1,Cannot login anymore,Mobile App Release
R3956,C55798,2026-06-05,1,Cannot login anymore,Mobile App Release
R3957,C23931,2026-06-05,1,Mobile app performance is terrible,Mobile App Release
R3958,C98229,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3959,C67697,2026-06-05,2,App crashes after the latest update,Mobile App Release
R3960,C56816,2026-06-05,1,App became unusable after update,Mobile App Release
R3961,C88407,2026-06-05,1,Experiencing constant crashes,Mobile App Release
R3962,C54031,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3963,C29204,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3964,C45668,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3965,C9863,2026-06-05,2,Mobile app performance is terrible,Mobile App Release
R3966,C71881,2026-06-05,1,Mobile app performance is terrible,Mobile App Release
R3967,C83530,2026-06-05,2,App crashes after the latest update,Mobile App Release
R3968,C64524,2026-06-05,1,Application keeps closing,Mobile App Release
R3969,C57004,2026-06-05,2,Mobile app performance is terrible,Mobile App Release
R3970,C39843,2026-06-05,1,Cannot login anymore,Mobile App Release
R3971,C5696,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3972,C14236,2026-06-05,1,App became unusable after update,Mobile App Release
R3973,C6765,2026-06-05,2,Mobile app performance is terrible,Mobile App Release
R3974,C31924,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3975,C1615,2026-06-05,1,Cannot login anymore,Mobile App Release
R3976,C56441,2026-06-05,2,Mobile app performance is terrible,Mobile App Release
R3977,C49649,2026-06-05,1,Cannot login anymore,Mobile App Release
R3978,C93499,2026-06-05,1,App crashes after the latest update,Mobile App Release
R3979,C38502,2026-06-05,1,App became unusable after update,Mobile App Release
R3980,C93779,2026-06-05,1,Experiencing constant crashes,Mobile App Release
R3981,C17862,2026-06-05,2,App crashes after the latest update,Mobile App Release
R3982,C18782,2026-06-05,1,Application keeps closing,Mobile App Release
R3983,C22579,2026-06-05,1,Experiencing constant crashes,Mobile App Release
R3984,C29783,2026-06-05,2,Application keeps closing,Mobile App Release
R3985,C57,2026-06-06,1,Application keeps closing,Mobile App Release
R3986,C1702,2026-06-06,1,Cannot login anymore,Mobile App Release
R3987,C80637,2026-06-06,2,Experiencing constant crashes,Mobile App Release
R3988,C6554,2026-06-06,1,Cannot login anymore,Mobile App Release
R3989,C44349,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R3990,C75570,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R3991,C909,2026-06-06,2,Experiencing constant crashes,Mobile App Release
R3992,C95968,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R3993,C49324,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R3994,C46106,2026-06-06,1,App crashes after the latest update,Mobile App Release
R3995,C1050,2026-06-06,1,App became unusable after update,Mobile App Release
R3996,C66352,2026-06-06,2,Cannot login anymore,Mobile App Release
R3997,C25038,2026-06-06,1,Application keeps closing,Mobile App Release
R3998,C57184,2026-06-06,1,App crashes after the latest update,Mobile App Release
R3999,C62510,2026-06-06,2,Experiencing constant crashes,Mobile App Release
R4000,C21557,2026-06-06,2,Application keeps closing,Mobile App Release
R4001,C48488,2026-06-06,2,Mobile app performance is terrible,Mobile App Release
R4002,C99469,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R4003,C21257,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4004,C2461,2026-06-06,1,Cannot login anymore,Mobile App Release
R4005,C16192,2026-06-06,1,App became unusable after update,Mobile App Release
R4006,C43159,2026-06-06,2,Cannot login anymore,Mobile App Release
R4007,C78679,2026-06-06,1,App crashes after the latest update,Mobile App Release
R4008,C55666,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R4009,C33594,2026-06-06,2,Application keeps closing,Mobile App Release
R4010,C99277,2026-06-06,1,App became unusable after update,Mobile App Release
R4011,C89440,2026-06-06,2,Experiencing constant crashes,Mobile App Release
R4012,C86656,2026-06-06,1,Application keeps closing,Mobile App Release
R4013,C97078,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4014,C25199,2026-06-06,2,Cannot login anymore,Mobile App Release
R4015,C89145,2026-06-06,2,App became unusable after update,Mobile App Release
R4016,C62614,2026-06-06,2,Application keeps closing,Mobile App Release
R4017,C82502,2026-06-06,2,Mobile app performance is terrible,Mobile App Release
R4018,C46247,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4019,C2000,2026-06-06,1,Cannot login anymore,Mobile App Release
R4020,C52801,2026-06-06,2,Cannot login anymore,Mobile App Release
R4021,C64316,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R4022,C88679,2026-06-06,1,Cannot login anymore,Mobile App Release
R4023,C77723,2026-06-06,1,Application keeps closing,Mobile App Release
R4024,C15291,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R4025,C63198,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4026,C71597,2026-06-06,1,Experiencing constant crashes,Mobile App Release
R4027,C3339,2026-06-06,2,App crashes after the latest update,Mobile App Release
R4028,C95066,2026-06-06,1,Cannot login anymore,Mobile App Release
R4029,C28805,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4030,C10548,2026-06-06,1,Mobile app performance is terrible,Mobile App Release
R4031,C28769,2026-06-06,2,Cannot login anymore,Mobile App Release
R4032,C50461,2026-06-06,1,Application keeps closing,Mobile App Release
R4033,C15420,2026-06-06,1,Application keeps closing,Mobile App Release
R4034,C49685,2026-06-07,1,App became unusable after update,Mobile App Release
R4035,C67006,2026-06-07,1,Experiencing constant crashes,Mobile App Release
R4036,C90946,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4037,C92322,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4038,C66628,2026-06-07,2,Cannot login anymore,Mobile App Release
R4039,C59005,2026-06-07,1,App became unusable after update,Mobile App Release
R4040,C75993,2026-06-07,1,Cannot login anymore,Mobile App Release
R4041,C42146,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4042,C93646,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4043,C27921,2026-06-07,1,Application keeps closing,Mobile App Release
R4044,C87082,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4045,C74093,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4046,C1925,2026-06-07,1,App became unusable after update,Mobile App Release
R4047,C84197,2026-06-07,2,Mobile app performance is terrible,Mobile App Release
R4048,C75482,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4049,C12208,2026-06-07,2,Application keeps closing,Mobile App Release
R4050,C75167,2026-06-07,1,Application keeps closing,Mobile App Release
R4051,C33720,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4052,C79992,2026-06-07,1,Cannot login anymore,Mobile App Release
R4053,C36777,2026-06-07,1,Application keeps closing,Mobile App Release
R4054,C6656,2026-06-07,2,App became unusable after update,Mobile App Release
R4055,C89780,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4056,C61688,2026-06-07,2,Cannot login anymore,Mobile App Release
R4057,C83779,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4058,C51551,2026-06-07,1,Experiencing constant crashes,Mobile App Release
R4059,C85616,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4060,C18933,2026-06-07,2,Experiencing constant crashes,Mobile App Release
R4061,C7550,2026-06-07,1,Experiencing constant crashes,Mobile App Release
R4062,C46540,2026-06-07,2,Experiencing constant crashes,Mobile App Release
R4063,C23017,2026-06-07,2,Experiencing constant crashes,Mobile App Release
R4064,C92448,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4065,C12824,2026-06-07,1,Application keeps closing,Mobile App Release
R4066,C57772,2026-06-07,2,Application keeps closing,Mobile App Release
R4067,C39108,2026-06-07,1,Experiencing constant crashes,Mobile App Release
R4068,C56228,2026-06-07,1,App crashes after the latest update,Mobile App Release
R4069,C56235,2026-06-07,1,Experiencing constant crashes,Mobile App Release
R4070,C11520,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4071,C41369,2026-06-07,1,Mobile app performance is terrible,Mobile App Release
R4072,C69716,2026-06-07,1,Cannot login anymore,Mobile App Release
R4073,C72299,2026-06-08,2,Application keeps closing,Mobile App Release
R4074,C86880,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4075,C93420,2026-06-08,1,Mobile app performance is terrible,Mobile App Release
R4076,C39471,2026-06-08,1,Cannot login anymore,Mobile App Release
R4077,C48622,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4078,C37998,2026-06-08,1,Cannot login anymore,Mobile App Release
R4079,C31705,2026-06-08,1,App became unusable after update,Mobile App Release
R4080,C89724,2026-06-08,1,Application keeps closing,Mobile App Release
R4081,C8734,2026-06-08,1,Mobile app performance is terrible,Mobile App Release
R4082,C15910,2026-06-08,2,Application keeps closing,Mobile App Release
R4083,C28134,2026-06-08,2,Application keeps closing,Mobile App Release
R4084,C11279,2026-06-08,1,Mobile app performance is terrible,Mobile App Release
R4085,C56783,2026-06-08,1,Application keeps closing,Mobile App Release
R4086,C22192,2026-06-08,1,App crashes after the latest update,Mobile App Release
R4087,C75258,2026-06-08,2,App became unusable after update,Mobile App Release
R4088,C30280,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4089,C94224,2026-06-08,2,App became unusable after update,Mobile App Release
R4090,C61033,2026-06-08,2,Experiencing constant crashes,Mobile App Release
R4091,C85240,2026-06-08,1,Mobile app performance is terrible,Mobile App Release
R4092,C69446,2026-06-08,1,App crashes after the latest update,Mobile App Release
R4093,C16741,2026-06-08,1,App became unusable after update,Mobile App Release
R4094,C19466,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4095,C64974,2026-06-08,2,App crashes after the latest update,Mobile App Release
R4096,C89343,2026-06-08,2,Mobile app performance is terrible,Mobile App Release
R4097,C55693,2026-06-08,2,Mobile app performance is terrible,Mobile App Release
R4098,C61345,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4099,C4598,2026-06-08,1,App became unusable after update,Mobile App Release
R4100,C49478,2026-06-08,1,App crashes after the latest update,Mobile App Release
R4101,C70604,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4102,C57493,2026-06-08,1,Mobile app performance is terrible,Mobile App Release
R4103,C78949,2026-06-08,1,Application keeps closing,Mobile App Release
R4104,C12570,2026-06-08,1,Experiencing constant crashes,Mobile App Release
R4105,C529,2026-06-08,2,Cannot login anymore,Mobile App Release
R4106,C19749,2026-06-08,1,Application keeps closing,Mobile App Release
R4107,C55809,2026-06-08,2,Experiencing constant crashes,Mobile App Release
R4108,C74421,2026-06-08,2,App crashes after the latest update,Mobile App Release
R4109,C66897,2026-06-08,2,Application keeps closing,Mobile App Release
R4110,C22162,2026-06-08,1,Application keeps closing,Mobile App Release
R4111,C57154,2026-06-08,2,Application keeps closing,Mobile App Release
R4112,C99547,2026-06-08,1,App became unusable after update,Mobile App Release
R4113,C9798,2026-06-08,2,Experiencing constant crashes,Mobile App Release
R4114,C13966,2026-06-08,1,Application keeps closing,Mobile App Release
R4115,C26927,2026-06-08,2,Experiencing constant crashes,Mobile App Release
R4116,C64797,2026-06-08,1,App crashes after the latest update,Mobile App Release
R4117,C90333,2026-06-08,1,App crashes after the latest update,Mobile App Release
R4118,C51627,2026-06-09,1,Cannot login anymore,Mobile App Release
R4119,C92603,2026-06-09,1,Mobile app performance is terrible,Mobile App Release
R4120,C22659,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4121,C79323,2026-06-09,1,Cannot login anymore,Mobile App Release
R4122,C65593,2026-06-09,2,Mobile app performance is terrible,Mobile App Release
R4123,C39987,2026-06-09,1,App became unusable after update,Mobile App Release
R4124,C73599,2026-06-09,1,Application keeps closing,Mobile App Release
R4125,C42549,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4126,C90811,2026-06-09,1,Cannot login anymore,Mobile App Release
R4127,C31482,2026-06-09,1,Mobile app performance is terrible,Mobile App Release
R4128,C39847,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4129,C32597,2026-06-09,1,Application keeps closing,Mobile App Release
R4130,C25010,2026-06-09,1,Mobile app performance is terrible,Mobile App Release
R4131,C6048,2026-06-09,2,Cannot login anymore,Mobile App Release
R4132,C24103,2026-06-09,1,Cannot login anymore,Mobile App Release
R4133,C30541,2026-06-09,1,Cannot login anymore,Mobile App Release
R4134,C63770,2026-06-09,1,Mobile app performance is terrible,Mobile App Release
R4135,C67547,2026-06-09,1,Mobile app performance is terrible,Mobile App Release
R4136,C49,2026-06-09,1,Cannot login anymore,Mobile App Release
R4137,C47607,2026-06-09,1,Application keeps closing,Mobile App Release
R4138,C49223,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4139,C54608,2026-06-09,2,Mobile app performance is terrible,Mobile App Release
R4140,C83698,2026-06-09,1,Application keeps closing,Mobile App Release
R4141,C90725,2026-06-09,2,App became unusable after update,Mobile App Release
R4142,C42198,2026-06-09,2,App crashes after the latest update,Mobile App Release
R4143,C17334,2026-06-09,2,App crashes after the latest update,Mobile App Release
R4144,C73904,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4145,C75676,2026-06-09,1,Application keeps closing,Mobile App Release
R4146,C93617,2026-06-09,1,App crashes after the latest update,Mobile App Release
R4147,C32625,2026-06-09,1,Experiencing constant crashes,Mobile App Release
